Headline,Body ID,Stance,Agree,Disagree,Discuss,Unrelated
hillary clinton's campaign made several payments to a company that destroys sensitive data due to an ongoing investigation into her use of e-mail while she was secretary of state. see example( s ),2995,agree,0.421863915,0.053486915999999995,0.187814295,0.33683483625
a college student wound up in a coma after ingesting two gallons of semen as part of a social media challenge. see example( s ),2996,unrelated,0.044818050925000005,0.1218000017115,0.012729906449999998,0.8206520500000001
apple music is purporsefully deleting files from personal computers. see example( s ),2997,discuss,0.411528115,0.0996874975,0.43041638,0.058367970235
apple music is purporsefully deleting files from personal computers. see example( s ),2998,discuss,0.2746797928,0.033198888647,0.5543373875,0.13778393896688002
"people traveling to the united states under the visa waiver program could be turned away due to new requirements involving biometric passports, or epassports. see example( s )",2999,agree,0.59391406,0.1175331065,0.08972076200000001,0.19883206688
"people traveling to the united states under the visa waiver program could be turned away due to new requirements involving biometric passports, or epassports. see example( s )",3000,unrelated,0.083850098662,0.05259045744,0.3461863967,0.517373075
"people traveling to the united states under the visa waiver program could be turned away due to new requirements involving biometric passports, or epassports. see example( s )",3001,discuss,0.277833867,0.04407372,0.483101911,0.19499052815
"people traveling to the united states under the visa waiver program could be turned away due to new requirements involving biometric passports, or epassports. see example( s )",3002,discuss,0.185973295,0.0432811412,0.4891333585000001,0.281612221
"people traveling to the united states under the visa waiver program could be turned away due to new requirements involving biometric passports, or epassports. see example( s )",3003,discuss,0.239605875,0.10547415,0.374023615,0.280896348115
a woman caused a ten-car pileup after she believed she saw jesus' image in her kit kat bar. see example( s ),3004,unrelated,0.0076231799000000015,0.0016563582500000002,0.263150925118,0.727569535
donald trump suggested he'd use nuclear weapons against mexico if they refused to build and pay for a wall. see example( s ),3005,discuss,0.26725023000000003,0.102648546,0.389198484,0.24090276996
donald trump suggested he'd use nuclear weapons against mexico if they refused to build and pay for a wall. see example( s ),3006,unrelated,0.12224188,0.007522440649999999,0.41515164600000004,0.4550840725
caitlyn jenner will pose nude on the cover of 'sports illustrated.' see example( s ),3007,agree,0.451596875,0.053816558,0.263231682,0.2313548906575
approximately 273 million passwords and login credentials were stolen by a russian hacker and sold for $1. see example( s ),3008,discuss,0.24677316,0.15995128849999998,0.361479178,0.23179634693000004
approximately 273 million passwords and login credentials were stolen by a russian hacker and sold for $1. see example( s ),3009,agree,0.442609595,0.09855801,0.149557355,0.30927503522300004
approximately 273 million passwords and login credentials were stolen by a russian hacker and sold for $1. see example( s ),3010,unrelated,0.1651162605,0.07354761650000001,0.3341835635,0.427152551725
"elsa will have a female love interest in the sequel to ""frozen."" see example( s )",3011,agree,0.469095065,0.2042935495,0.26148251699999997,0.0651288621715
"china is making corned beef with dead bodies, then selling the products to africa. see example( s )",3012,unrelated,0.184393054,0.26193028017885,0.0166058496,0.53707081
a meme offers instructions for creating harmless homemade glow sticks. see example( s ),3013,unrelated,0.20257100600000003,0.032163676336500004,0.05064648935,0.714618815
a meme offers instructions for creating harmless homemade glow sticks. see example( s ),3014,agree,0.707122665,0.12228338765,0.095385145,0.0752087465
was adolf hitler named 'man of the year' by time magazine in 1938?,3015,agree,0.66985505,0.15368341130000002,0.14940381749999998,0.027057727
was adolf hitler named 'man of the year' by time magazine in 1938?,3016,unrelated,0.233027417794,0.09455183534528999,0.044115847547,0.628304875
was adolf hitler named 'man of the year' by time magazine in 1938?,3017,agree,0.649610655,0.10474203725,0.074763094,0.1708842169725
was adolf hitler named 'man of the year' by time magazine in 1938?,3018,agree,0.58478162,0.30656438155000004,0.0802332815,0.0284207331
was adolf hitler named 'man of the year' by time magazine in 1938?,3019,discuss,0.39490359999999997,0.08169167085000001,0.4146022,0.108802531395
was adolf hitler named 'man of the year' by time magazine in 1938?,3020,agree,0.524794995,0.1612832565,0.208835277,0.105086464
an immigration and customs enforcement (ice) agent left a suicide note warning of looming mass disarmament and collapse in the united states.,3021,unrelated,0.154532554965,0.021106504355,0.25572533486,0.568635635
an immigration and customs enforcement (ice) agent left a suicide note warning of looming mass disarmament and collapse in the united states.,3022,unrelated,9.238849e-05,7.59134343e-05,0.00012458663899999998,0.999707125
image shows a massive bernie sanders rally in california. see example( s ),3023,agree,0.42803237,0.2274197283,0.332758725,0.011789240630000001
image shows a massive bernie sanders rally in california. see example( s ),3024,discuss,0.19238895,0.064382679,0.461376215,0.28185214943500003
feminine hygiene products are subject to sales tax in most states. see example( s ),3025,discuss,0.35873186999999995,0.0244760452,0.532512905,0.084279141255
feminine hygiene products are subject to sales tax in most states. see example( s ),3026,discuss,0.20653206,0.03859600925,0.494771855,0.260100023015
feminine hygiene products are subject to sales tax in most states. see example( s ),3027,discuss,0.322906855,0.024877540975,0.423855765,0.228359813725
feminine hygiene products are subject to sales tax in most states. see example( s ),3028,discuss,0.323935165,0.024505468,0.431204875,0.22035454937649998
president obama issued an order for abortions to be celebrated on mother's day.,3029,unrelated,0.128992931575,0.251205872539,0.044370484,0.57543073
president obama issued an order for abortions to be celebrated on mother's day.,3030,unrelated,0.18047916105,0.08448617078699999,0.028896309585000002,0.70613837
facebook routinely suppresses conservative news in favor of liberal content. see example( s ),3031,discuss,0.24982041,0.115329441,0.617022085,0.0178280951125
facebook routinely suppresses conservative news in favor of liberal content. see example( s ),3032,discuss,0.338206,0.08025690264999999,0.47715397,0.10438319689999999
facebook routinely suppresses conservative news in favor of liberal content. see example( s ),3033,agree,0.6925167249999999,0.1101502675,0.170845505,0.026487479507
facebook routinely suppresses conservative news in favor of liberal content. see example( s ),3034,agree,0.4461162500000001,0.060927717,0.38013788,0.1128181102
facebook routinely suppresses conservative news in favor of liberal content. see example( s ),3035,agree,0.454689225,0.10753889,0.34317129,0.0946005765
isis claimed responsibility for the may 2016 fort mcmurray wildfire. see example( s ),3036,discuss,0.33994782,0.059320311075,0.341610905,0.25912097
isis claimed responsibility for the may 2016 fort mcmurray wildfire. see example( s ),3037,discuss,0.380234182,0.0338412322,0.52535419,0.060570396655000004
"three states implemented a two pet maximum ordinance, forcing residents to choose which pets they must surrender. see example( s )",3038,unrelated,0.28018053939,0.10629074346,0.046844140215,0.5666846050000001
actors goldie hawn and kurt russell were spotted wearing donald trump campaign shirts. see example( s ),3039,unrelated,0.0030753674,0.00412027646,0.00915542908,0.983648935
actors goldie hawn and kurt russell were spotted wearing donald trump campaign shirts. see example( s ),3040,unrelated,0.0065048414,0.004519056499999999,0.03766715508,0.951308935
a texas man found a dead rat in a partially consumed bottle of dr pepper. see example( s ),3041,disagree,0.378287495,0.449913643,0.14642147619999998,0.025377371200000002
bill o'reilly was denied custody of his children because he physically attacked their mother. see example( s ),3042,agree,0.8373539999999999,0.0079660865,0.15442868650000002,0.00025125303
bill o'reilly was denied custody of his children because he physically attacked their mother. see example( s ),3043,agree,0.864682965,0.0355591775,0.022474467999999997,0.07728337326450001
bill o'reilly was denied custody of his children because he physically attacked their mother. see example( s ),3044,agree,0.8304444500000001,0.026106648000000003,0.131744412,0.01170450566
"a photograph shows president obama pointing to a ""bernie 2016"" sign. see example( s )",3045,discuss,0.12693719,0.28122467865,0.478219089,0.113619076865
actor anthony hopkins has died. see example( s ),3046,discuss,0.333553995,0.06396035235,0.41073516,0.19175048801
michael jordan threatened to move the charlotte hornets out of north carolina over the state's hb2 bathroom law. see example( s ),3047,unrelated,0.15438853005,0.00475507676,0.346074490375,0.4947818744725
"bernie sanders trailed hillary clinton by only 271 delegates in may 2016, despite media inclusion of superdelegates in their respective totals. see example( s )",3048,agree,0.5966306,0.06919266615,0.1376324635,0.1965442616875
"anti-abortion groups are claiming every sperm cell is ""a life."" see example( s )",3049,unrelated,2.385565225e-05,0.00010621353915,0.000238673992448,0.999631275
kellogg's is adding traces of peanut flour to its products. see example( s ),3050,unrelated,0.282240365,0.0320682014,0.3140398505,0.3716515775685
kellogg's is adding traces of peanut flour to its products. see example( s ),3051,unrelated,0.047795085,0.013083468249999999,0.3036228754,0.6354985550000001
kellogg's is adding traces of peanut flour to its products. see example( s ),3052,agree,0.4927979,0.0101238761,0.0321794005,0.46489883256849995
kellogg's is adding traces of peanut flour to its products. see example( s ),3053,agree,0.60500835,0.045275143,0.0973739375,0.252342530754
kellogg's is adding traces of peanut flour to its products. see example( s ),3054,agree,0.576277815,0.03143916544,0.020641147,0.371641844402475
kellogg's is adding traces of peanut flour to its products. see example( s ),3055,discuss,0.336442145,0.03943421265,0.52027249,0.10385115959100001
breyers ice cream doesn't melt.,3056,unrelated,0.054936888499999996,0.4362871190180001,0.00735488935,0.5014211199999999
breyers ice cream doesn't melt.,3057,agree,0.7379553000000001,0.056622165499999995,0.158803542,0.046618966215
a man claiming to be transgender allegedly assaulted a young girl in a chicago restroom. see example( s ),3058,unrelated,0.048272740539499995,0.0333824138429,0.119737656001,0.7986072200000001
a man claiming to be transgender allegedly assaulted a young girl in a chicago restroom. see example( s ),3059,discuss,0.26446873,0.039909845,0.57460305,0.12101837965
a man claiming to be transgender allegedly assaulted a young girl in a chicago restroom. see example( s ),3060,unrelated,0.25881931,0.0335102715,0.226833195,0.48083721
a man claiming to be transgender allegedly assaulted a young girl in a chicago restroom. see example( s ),3061,unrelated,0.12106638999999997,0.0165755429,0.422764975,0.43959309
a man claiming to be transgender allegedly assaulted a young girl in a chicago restroom. see example( s ),3062,unrelated,0.066518352032,0.0126109647428,0.17415645493999998,0.74671419
"photograph depicts a bernie sanders rally in california attended by more than 27,000 people that was ignored by the news media. see example( s )",3063,discuss,0.27239367000000003,0.0929654818,0.37935627,0.255284593
"photograph depicts a bernie sanders rally in california attended by more than 27,000 people that was ignored by the news media. see example( s )",3064,disagree,0.28648012,0.35990512025,0.34047228515,0.0131424525
"photograph depicts a bernie sanders rally in california attended by more than 27,000 people that was ignored by the news media. see example( s )",3065,unrelated,0.1118959055,0.258119591495,0.0418010855,0.5881834450000001
"photograph depicts a bernie sanders rally in california attended by more than 27,000 people that was ignored by the news media. see example( s )",3066,agree,0.352161145,0.3516124422,0.20069154600000003,0.0955348842
"photograph depicts a bernie sanders rally in california attended by more than 27,000 people that was ignored by the news media. see example( s )",3067,discuss,0.329508825,0.252611023,0.3846858600000001,0.0331942847275
dryer sheets permeated with fabric softener contain at least seven dangerous toxic chemicals. see example( s ),3068,agree,0.455843835,0.067920932,0.3983427525,0.077892471675
dryer sheets permeated with fabric softener contain at least seven dangerous toxic chemicals. see example( s ),3069,unrelated,0.1297524414,0.038405180373,0.0391717077,0.792670625
dryer sheets permeated with fabric softener contain at least seven dangerous toxic chemicals. see example( s ),3070,unrelated,0.026689611975,0.005441898554649999,0.0017611968300000004,0.96610735
president obama ordered all schools to make all bathrooms transgender or face a loss of federal funding. see example( s ),3071,unrelated,0.2894040548,0.012548168500000002,0.20647422607500002,0.4915735045349999
president obama ordered all schools to make all bathrooms transgender or face a loss of federal funding. see example( s ),3072,disagree,0.2121504375,0.3387051805,0.28502918434999996,0.16411520699999999
"bernie sanders and hillary clinton both seek an abortion ""cutoff date"" of 36 weeks, and both claim that late-stage fetuses feel no pain and have no rights. see example( s )",3073,discuss,0.180802535,0.2066180071,0.3787272569999999,0.23385221955
"bernie sanders and hillary clinton both seek an abortion ""cutoff date"" of 36 weeks, and both claim that late-stage fetuses feel no pain and have no rights. see example( s )",3074,agree,0.366235555,0.20290610605,0.2916356625,0.13922266265
"bernie sanders and hillary clinton both seek an abortion ""cutoff date"" of 36 weeks, and both claim that late-stage fetuses feel no pain and have no rights. see example( s )",3075,discuss,0.0876902285,0.2550216569,0.4930947650000001,0.1641933749
"bernie sanders and hillary clinton both seek an abortion ""cutoff date"" of 36 weeks, and both claim that late-stage fetuses feel no pain and have no rights. see example( s )",3076,agree,0.66064583,0.061956553399999996,0.212230735,0.065166878825
"bernie sanders and hillary clinton both seek an abortion ""cutoff date"" of 36 weeks, and both claim that late-stage fetuses feel no pain and have no rights. see example( s )",3077,discuss,0.16055324,0.02832872675,0.6583069650000001,0.152811057
"bernie sanders and hillary clinton both seek an abortion ""cutoff date"" of 36 weeks, and both claim that late-stage fetuses feel no pain and have no rights. see example( s )",3078,unrelated,0.309018135,0.055614278499999996,0.069669208,0.5656984
"bernie sanders and hillary clinton both seek an abortion ""cutoff date"" of 36 weeks, and both claim that late-stage fetuses feel no pain and have no rights. see example( s )",3079,discuss,0.173299025,0.23649364,0.3755640065,0.2146433242
"the obama administration has proposed revising power guidelines that could affect eagles, but the president hasn't issued a ""kill order"" allowing the slaughter of thousands of bald eagles per year.",3080,discuss,0.37749762,0.0894107084,0.430840164,0.1022515085825
london's new mayor sadiq khan threatened donald trump with terror attacks if the candidate's proposed anti-islam proposals were implemented. see example( s ),3081,discuss,0.128162362,0.033038591000000006,0.424915356,0.413883695
london's new mayor sadiq khan threatened donald trump with terror attacks if the candidate's proposed anti-islam proposals were implemented. see example( s ),3082,discuss,0.27642656,0.11788082085,0.523537725,0.08215486932499999
a canadian teen discovered a lost mayan city using satellite maps. see example( s ),3083,discuss,0.133915355,0.333996029,0.4511722935,0.08091632068849999
a canadian teen discovered a lost mayan city using satellite maps. see example( s ),3084,agree,0.43044327,0.0482642755,0.41964449299999995,0.101647956255
a canadian teen discovered a lost mayan city using satellite maps. see example( s ),3085,discuss,0.13782506500000002,0.28117224455,0.43838331350000004,0.14261934059
"""sex roulette"" is a new sexual trend in which one attendee at an orgy is hiv-positive. see example( s )",3086,agree,0.3855907,0.12186204200000003,0.36834781,0.12419948432999997
"""sex roulette"" is a new sexual trend in which one attendee at an orgy is hiv-positive. see example( s )",3087,agree,0.64839631,0.035849316,0.27300909,0.04274532209
"""sex roulette"" is a new sexual trend in which one attendee at an orgy is hiv-positive. see example( s )",3088,agree,0.45022416,0.0460950845,0.181961575,0.321719215
"""sex roulette"" is a new sexual trend in which one attendee at an orgy is hiv-positive. see example( s )",3089,agree,0.6764069500000001,0.037829657,0.20817431,0.07758905687749999
"""sex roulette"" is a new sexual trend in which one attendee at an orgy is hiv-positive. see example( s )",3090,agree,0.57480675,0.1275984775,0.24515902,0.052435795599999994
a bison calf was euthanized at yellowstone national park after well-meaning tourists put it in their car to keep it warm. see example( s ),3091,agree,0.62040131,0.016492116499999997,0.3097671235,0.053339455415
a bison calf was euthanized at yellowstone national park after well-meaning tourists put it in their car to keep it warm. see example( s ),3092,agree,0.50722128,0.21210975,0.17075821600000002,0.1099107218
"police warned that using ""facebook reactions"" is dangerous. see example( s )",3093,unrelated,0.0665174367,0.02410521088,0.025279227999999997,0.884098075
a photograph shows two people with the darkest and lightest skin colors in the world. see example( s ),3094,unrelated,0.32440435461050005,0.04097945308169999,0.049352636245,0.58526355
a photograph shows a group of north korean generals wearing medals on their shirtsleeves and pants. see example( s ),3095,discuss,0.300714833,0.045809509000000005,0.36723817,0.286237505
a photograph shows a group of north korean generals wearing medals on their shirtsleeves and pants. see example( s ),3096,unrelated,0.1820883859005,0.05619175775702,0.0063803034175,0.7553395199999999
a photograph shows a group of north korean generals wearing medals on their shirtsleeves and pants. see example( s ),3097,unrelated,0.1169862224085,0.04591961529255,0.0021575158,0.834936625
a photograph shows a group of north korean generals wearing medals on their shirtsleeves and pants. see example( s ),3098,unrelated,0.27612758713547,0.0592698448583385,0.036616699692300005,0.62798583
a photograph shows a group of north korean generals wearing medals on their shirtsleeves and pants. see example( s ),3099,agree,0.35168521,0.034582997000000004,0.312079118,0.301652675
a photograph shows a group of north korean generals wearing medals on their shirtsleeves and pants. see example( s ),3100,discuss,0.28913285,0.077283485,0.464220275,0.16936333350000002
senator al franken told a cnn interviewer that his judgment as a superdelegate was more important than that of his constituency. see example( s ),3101,unrelated,0.10003655622000002,0.0396466887305,0.040417259025,0.8198995000000001
senator al franken told a cnn interviewer that his judgment as a superdelegate was more important than that of his constituency. see example( s ),3102,agree,0.5498812499999999,0.0691941485,0.097962055,0.28296259090000003
senator al franken told a cnn interviewer that his judgment as a superdelegate was more important than that of his constituency. see example( s ),3103,agree,0.69625877,0.036988267500000005,0.15044687499999998,0.1163060875
files released by the fbi prove that adolf hitler escaped germany for argentina.,3104,agree,0.4409067925,0.1966156868,0.112005398,0.25047213069425
files released by the fbi prove that adolf hitler escaped germany for argentina.,3105,unrelated,0.332446279,0.03384915025,0.19031721775,0.4433873375
files released by the fbi prove that adolf hitler escaped germany for argentina.,3106,agree,0.47547493700000004,0.3639629656,0.081918659,0.0786434245485
target sued a man for saving a girl from being stabbed in one of their stores.,3107,agree,0.5411033199999999,0.08297929885000001,0.052542315,0.32337508702350004
target sued a man for saving a girl from being stabbed in one of their stores.,3108,unrelated,0.34355256248969995,0.06875355896094,0.068312830615,0.5193810000000001
target sued a man for saving a girl from being stabbed in one of their stores.,3109,agree,0.380271475,0.0250313152,0.37160215,0.2230950886
target sued a man for saving a girl from being stabbed in one of their stores.,3110,agree,0.5943306150000001,0.10079380656999999,0.06217445300000001,0.242701163895
an image shows a rejection letter albert einstein received from the university of bern in 1907.,3111,unrelated,0.0344076185,0.42509029872,0.0334995035,0.5070025300000001
an image shows a rejection letter albert einstein received from the university of bern in 1907.,3112,discuss,0.250293895,0.25035106100000004,0.427294954,0.0720600996
an image shows a rejection letter albert einstein received from the university of bern in 1907.,3113,unrelated,0.34829567340000006,0.027994751954999997,0.0417373385,0.58197222
an image shows a rejection letter albert einstein received from the university of bern in 1907.,3114,unrelated,0.0301099823,0.46131717052,0.00293573195,0.505637152
angry bernie sanders supporters threw chairs during an adversarial nevada democrat convention in may 2016. see example( s ),3115,agree,0.6311327499999999,0.194543498,0.13650357200000002,0.037820129237
angry bernie sanders supporters threw chairs during an adversarial nevada democrat convention in may 2016. see example( s ),3116,unrelated,0.35039385650000004,0.06591090565,0.0925202,0.491174985
angry bernie sanders supporters threw chairs during an adversarial nevada democrat convention in may 2016. see example( s ),3117,discuss,0.290869403,0.18900617965,0.496621915,0.0235024710815
angry bernie sanders supporters threw chairs during an adversarial nevada democrat convention in may 2016. see example( s ),3118,discuss,0.2350031725,0.11242841202,0.5954646299999999,0.057103832809
"a photograph shows the ""four horsemen of the apocalypse"" riding out of the clouds.",3119,unrelated,0.0816919485925,0.025399224265850003,0.016619843025,0.8762890000000001
"a photograph shows the ""four horsemen of the apocalypse"" riding out of the clouds.",3120,unrelated,0.13070067501500002,0.03308808246875,0.051560296180499995,0.784650955
"during a fox news appearance, select committee on benghazi chairman trey gowdy ""accidentally admitted"" that troops would not have been able to reach the four americans killed in time to intervene. see example( s )",3121,discuss,0.25687423,0.029337042965,0.461769023,0.2520197222125
target will no longer sell american flags in its stores. see example( s ),3122,discuss,0.2829930352,0.09606795,0.5145385729999999,0.1064004703
target will no longer sell american flags in its stores. see example( s ),3123,discuss,0.07795864200000001,0.08237927815,0.4817239459,0.35793820470000004
"'star trek' star patrick stewart admitted he originally refused to see the 'galaxy quest' movie, but eventually he did so and greatly enjoyed the film.",3124,unrelated,0.01300710414,0.4730728573251,0.003862020054,0.5100579970000001
"'star trek' star patrick stewart admitted he originally refused to see the 'galaxy quest' movie, but eventually he did so and greatly enjoyed the film.",3125,agree,0.542853185,0.35253137122,0.06499213200000001,0.0396232553
"'star trek' star patrick stewart admitted he originally refused to see the 'galaxy quest' movie, but eventually he did so and greatly enjoyed the film.",3126,unrelated,0.27101678500000004,0.046240074500000006,0.30289050149999996,0.37985265218
donald trump was never called a racist before he started running for president. see example( s ),3127,discuss,0.300879865,0.084843998,0.36075084,0.2535253193
donald trump was never called a racist before he started running for president. see example( s ),3128,discuss,0.12049213800000001,0.052122280295,0.479462926,0.34792269
donald trump was never called a racist before he started running for president. see example( s ),3129,discuss,0.173583715,0.2421279925,0.508023817,0.07626451437000001
donald trump was never called a racist before he started running for president. see example( s ),3130,discuss,0.26556484199999997,0.09973512847999999,0.5098187865,0.12488125953500001
donald trump was never called a racist before he started running for president. see example( s ),3131,unrelated,0.127431935,0.034585194645,0.29408670725,0.54389616
"mark twain said that ""if voting made a difference, they wouldn't let us do it. """,3132,discuss,0.161506875,0.083037259515,0.514511515,0.2409443544815
"mark twain said that ""if voting made a difference, they wouldn't let us do it. """,3133,discuss,0.152183724,0.087613513465,0.40658445200000004,0.353618245
benjamin franklin said it was the first responsibility of every citizen to question authority.,3134,discuss,0.264999615,0.17333591735,0.3616777695,0.199986708002
