Headline,Body ID,Stance,Agree,Disagree,Discuss,Unrelated
"""Over the last two years since President Obama has taken office, the federal government has added 200,000 new federal jobs.""",17970,agree,0.534183845,0.0373799115,0.32021975699999994,0.10821648800000001
"Under the White House’s budget proposal, ""we will not be adding more to the national debt"" by the middle of the decade.",17971,unrelated,0.290325533237,0.1212054888095,0.039519162171,0.5489498150000001
"The Muslim Brotherhood has ""openly stated they want to declare war on Israel.""",17972,agree,0.413271825,0.0623816692,0.36573441,0.15861207006
"The Muslim Brotherhood has ""openly stated they want to declare war on Israel.""",17973,discuss,0.250706186,0.033809075099999995,0.52389739,0.1915873341
"The Muslim Brotherhood has ""openly stated they want to declare war on Israel.""",17974,agree,0.438463662,0.32364055,0.112690893,0.12520488703000002
"The Muslim Brotherhood has ""openly stated they want to declare war on Israel.""",17975,unrelated,0.15609201273335,0.1060291057085,0.029335835060000006,0.708543025
"The Muslim Brotherhood has ""openly stated they want to declare war on Israel.""",17976,unrelated,0.33590211975,0.12628607814999998,0.0228373898,0.51497443
"The Muslim Brotherhood has ""openly stated they want to declare war on Israel.""",17977,unrelated,0.24232418441500006,0.03274494446,0.036604637,0.68832622
"The Muslim Brotherhood has ""openly stated they want to declare war on Israel.""",17978,agree,0.48031241,0.130522421,0.3189481085,0.070217039565
"The United States is ""the only developed country in the world that has not cut its corporate tax rate.""",17979,unrelated,0.019866601499999997,0.011658439575,0.005821144300000001,0.96265375
"The United States is ""the only developed country in the world that has not cut its corporate tax rate.""",17980,unrelated,0.300649660975,0.004849578,0.19575690884,0.4987438632
"""There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.""",17981,unrelated,0.37872222,0.07644752,0.1293459119,0.41548439265299997
Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,17982,unrelated,0.005919490186,0.00021992468150000002,0.005613837412422,0.988246775
Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,17983,agree,0.361552115,0.21769759585,0.31693657750000004,0.1038136909685
"The federal health care law is ""probably the biggest tax increase ever in the history of our country.""",17984,agree,0.8104920500000001,0.059004927,0.0868917525,0.04361129187865
"The government will ""go out and buy my breast pump for my babies.""",17985,agree,0.65560565,0.033966384499999995,0.140939955,0.16948795
"The government will ""go out and buy my breast pump for my babies.""",17986,unrelated,0.089456192771,0.04318167850599999,0.01098693663,0.85637515
"The government will ""go out and buy my breast pump for my babies.""",17987,agree,0.554324105,0.3848227247,0.0418764865,0.018976669645
