Headline,Body ID,Stance,Agree,Disagree,Discuss,Unrelated
Says he never told anyone he hated the U.S. Senate.,26955,agree,0.6067645199999999,0.12537576125000002,0.18274975,0.08510996809699999
Says he never told anyone he hated the U.S. Senate.,26956,agree,0.5745396999999999,0.04748981825,0.22935146,0.1486190172
Says he never told anyone he hated the U.S. Senate.,26957,agree,0.531086115,0.10721577835,0.10007072,0.26162738285
Says he never told anyone he hated the U.S. Senate.,26958,unrelated,0.34172491,0.011713372,0.25391396,0.392647700075
Says he never told anyone he hated the U.S. Senate.,26959,discuss,0.402665925,0.0828729659,0.513691965,0.00076915484
Says he never told anyone he hated the U.S. Senate.,26960,unrelated,0.37086984799999995,0.03609637874,0.074791572,0.518242182
Says he never told anyone he hated the U.S. Senate.,26961,agree,0.689395725,0.049704984,0.164526132,0.096373143627
Says he never told anyone he hated the U.S. Senate.,26962,unrelated,0.4142500816,0.025117538734,0.055881275999999994,0.504751099
Says he never told anyone he hated the U.S. Senate.,26963,agree,0.6407871700000001,0.08010678980000001,0.270456735,0.008649328750000001
Says he never told anyone he hated the U.S. Senate.,26964,unrelated,0.293216495,0.049960674,0.3023429715000001,0.35447985
Says he never told anyone he hated the U.S. Senate.,26965,agree,0.7740966499999999,0.0333593557,0.14238839,0.0501556447075
Says he never told anyone he hated the U.S. Senate.,26966,agree,0.761938275,0.034161936000000004,0.18965633,0.014243464150000001
Says he never told anyone he hated the U.S. Senate.,26967,agree,0.49912629,0.041776169700000004,0.15730971500000002,0.30178786900000004
Says he never told anyone he hated the U.S. Senate.,26968,agree,0.48490515,0.135877134,0.37805824,0.00115946545
Says he never told anyone he hated the U.S. Senate.,26969,unrelated,0.011406929732999999,0.005198296851,0.00035903205000000003,0.98303572
Says he never told anyone he hated the U.S. Senate.,26970,agree,0.493019235,0.0270313965,0.4200539700000001,0.0598954114
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26971,agree,0.371061399,0.354520115,0.13063451650000002,0.14378399385
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26972,agree,0.61096255,0.15353040399999998,0.13066438,0.10484265074999999
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26973,unrelated,0.10448985661,0.071516776875,0.010943116845,0.81305025
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26974,agree,0.4910681550000001,0.45433761,0.0224168903,0.0321773425
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26975,agree,0.503032614,0.4097466955,0.020074473,0.06714624973899999
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26976,agree,0.396236685,0.31969699100000004,0.129194561,0.1548717707815
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26977,agree,0.49922098200000004,0.28142499625,0.0039668857,0.21538713749670002
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26978,unrelated,0.25342032089600003,0.06145714637175,0.023877813047,0.661244725
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26979,agree,0.4949459335000001,0.485145967,0.01489266165,0.005015439542
"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",26980,agree,0.436090425,0.1678974915,0.1522338445,0.243778292955
"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",26981,agree,0.523200035,0.07714286599999999,0.11626553,0.28339156410000005
"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",26982,discuss,0.08567490074999999,0.310328495,0.3717902023,0.23220644899999998
"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",26983,disagree,0.1724721645,0.5145157415,0.31289187645000005,0.000120281278
"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",26984,agree,0.753983705,0.013307457649999998,0.040950927000000005,0.191757891299
"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",26985,agree,0.52198252,0.15911924700000002,0.08328614200000001,0.235612105
"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",26986,disagree,0.3002131002,0.5007677625,0.1946779404,0.0043412144
